4.564926326274871826e-01,2.775330543518066406e-01,4.507533609867095947e-01
9.663465619087219238e-01,9.071657061576843262e-01,5.098578929901123047e-01
7.286615371704101562e-01,9.334620088338851929e-02,7.892300486564636230e-01
1.165298745036125183e-01,5.919184088706970215e-01,5.640574097633361816e-01
9.065104126930236816e-01,8.411430120468139648e-01,5.168997645378112793e-01
8.369863033294677734e-01,6.441768407821655273e-01,1.061583980917930603e-01
4.359499812126159668e-01,8.039911985397338867e-01,3.516720533370971680e-01
1.638370156288146973e-01,7.336957454681396484e-01,6.973445415496826172e-01
4.732950404286384583e-02,2.352089434862136841e-01,8.991565108299255371e-01
2.065528482198715210e-01,2.150844484567642212e-01,9.458419084548950195e-01
1.408987492322921753e-01,7.339063286781311035e-01,5.371049046516418457e-01
1.148028820753097534e-01,6.969105005264282227e-01,4.727818071842193604e-01
7.899393327534198761e-03,1.628407090902328491e-02,9.084409475326538086e-02
4.880291819572448730e-01,2.093547135591506958e-01,1.372506469488143921e-01
4.166550002992153168e-03,8.189452886581420898e-01,6.964462995529174805e-01
3.844280838966369629e-01,1.334167569875717163e-01,7.853283286094665527e-01
7.362036108970642090e-01,4.778501987457275391e-01,9.459192752838134766e-01
7.181195020675659180e-01,2.760589718818664551e-01,4.651019573211669922e-01
7.452980279922485352e-01,1.743729710578918457e-01,3.921191394329071045e-02
2.481999993324279785e-01,8.696465939283370972e-02,9.924783110618591309e-01
4.730674922466278076e-01,8.738619089126586914e-01,4.200691878795623779e-01
5.874571204185485840e-01,3.295565247535705566e-01,9.753136038780212402e-01
5.163438916206359863e-01,8.444478511810302734e-01,3.982887864112854004e-01
1.529196500778198242e-01,2.025739103555679321e-01,8.414595127105712891e-01
9.415973424911499023e-01,4.777237772941589355e-01,9.754583239555358887e-01
7.301226258277893066e-01,2.494325190782546997e-01,8.594676256179809570e-01
4.355922043323516846e-01,5.358687043190002441e-01,4.508174955844879150e-03
2.654535770416259766e-01,7.277710437774658203e-01,6.169632449746131897e-02
3.709075748920440674e-01,9.088392257690429688e-01,6.631478071212768555e-01
2.785716950893402100e-01,7.915071249008178711e-01,4.019525051116943359e-01
2.420596033334732056e-01,5.899935960769653320e-01,1.522652506828308105e-01
3.943490982055664062e-01,3.863160908222198486e-01,2.486334145069122314e-01
6.403752565383911133e-01,2.491821795701980591e-01,3.257838189601898193e-01
9.000296592712402344e-01,9.742206335067749023e-01,5.212268829345703125e-01
9.010062217712402344e-01,9.545370191335678101e-02,4.729299247264862061e-01
7.180202007293701172e-01,8.010219335556030273e-01,6.120190620422363281e-01
2.846717275679111481e-02,2.936981320381164551e-01,8.719567656517028809e-01
9.985458850860595703e-01,2.729869186878204346e-01,7.223470211029052734e-01
4.857414662837982178e-01,8.241317272186279297e-01,9.981464743614196777e-01
8.921505808830261230e-01,3.466613590717315674e-01,9.848680496215820312e-01
6.136279106140136719e-01,4.147647321224212646e-01,5.074169039726257324e-01
5.849072933197021484e-01,6.812674403190612793e-01,1.007702797651290894e-01
9.354591369628906250e-01,9.927481412887573242e-01,5.967499017715454102e-01
9.721713662147521973e-01,7.716112136840820312e-01,9.290217161178588867e-01
1.076339334249496460e-01,2.756367325782775879e-01,2.979655265808105469e-01
2.309216931462287903e-02,4.273192584514617920e-02,9.381724596023559570e-01
7.170132398605346680e-01,9.794472455978393555e-01,3.216906189918518066e-01
8.827502727508544922e-01,7.370288372039794922e-01,9.532364606857299805e-01
1.935597658157348633e-01,3.910361528396606445e-01,2.071716040372848511e-01
2.810893356800079346e-01,4.725125432014465332e-01,6.332382559776306152e-01
2.986679673194885254e-01,8.485580682754516602e-01,5.130687355995178223e-01
1.981668770313262939e-01,4.570096731185913086e-01,8.547822833061218262e-01
6.713359057903289795e-02,6.439381241798400879e-01,2.739393711090087891e-01
1.298559606075286865e-01,9.220085144042968750e-01,3.395372033119201660e-01
9.115855097770690918e-01,4.834051132202148438e-01,8.612857013940811157e-02
2.392893433570861816e-01,6.006878614425659180e-01,8.640820384025573730e-01
4.795887470245361328e-01,7.451535463333129883e-01,6.046616435050964355e-01
8.765167593955993652e-01,3.366543948650360107e-01,3.089365065097808838e-01
1.289824098348617554e-01,2.968675829470157623e-02,4.915912076830863953e-02
9.944317936897277832e-01,1.286040395498275757e-01,3.555190861225128174e-01
1.393299549818038940e-01,4.154460430145263672e-01,7.207853794097900391e-01
9.451243877410888672e-01,8.572477102279663086e-01,5.608575344085693359e-01
1.488636881113052368e-01,2.611189484596252441e-01,5.740976333618164062e-01
6.674832105636596680e-01,7.283452153205871582e-01,3.356866240501403809e-01
3.330503702163696289e-01,4.997931718826293945e-01,7.102321386337280273e-01
7.312257289886474609e-01,9.210836291313171387e-01,3.501279950141906738e-01
1.252196282148361206e-01,5.713031291961669922e-01,1.068363040685653687e-01
5.614917278289794922e-01,2.490139901638031006e-01,3.301625326275825500e-02
4.280909597873687744e-01,2.638406753540039062e-01,5.024383664131164551e-01
1.855956912040710449e-01,7.072464227676391602e-01,7.586867809295654297e-01
2.996080219745635986e-01,2.990211248397827148e-01,7.444867491722106934e-01
3.894208967685699463e-01,2.549712359905242920e-01,2.056845575571060181e-01
7.744175195693969727e-01,4.986637830734252930e-01,5.265609025955200195e-01
9.365199208259582520e-01,3.790249228477478027e-01,5.782177448272705078e-01
2.217688262462615967e-01,6.315029263496398926e-01,8.233432769775390625e-01
1.996543258428573608e-01,5.598850250244140625e-01,7.194492816925048828e-01
1.550851166248321533e-01,1.546022668480873108e-02,2.613620162010192871e-01
9.842270612716674805e-01,5.438529849052429199e-01,8.022410273551940918e-01
9.324676990509033203e-01,8.524808287620544434e-01,1.030550524592399597e-01
7.504761815071105957e-01,7.845473885536193848e-01,3.473394736647605896e-02
2.902882993221282959e-01,3.965719044208526611e-01,6.372742056846618652e-01
9.590710997581481934e-01,4.249464273452758789e-01,4.753326475620269775e-01
4.112313091754913330e-01,6.854447126388549805e-01,9.966946840286254883e-01
8.122972249984741211e-01,1.446021348237991333e-01,6.754589676856994629e-01
2.011826634407043457e-01,8.026180863380432129e-01,2.382255941629409790e-01
4.024857878684997559e-01,3.942376077175140381e-01,2.855778336524963379e-01
1.945790648460388184e-01,7.363636493682861328e-01,1.197807937860488892e-01
1.450210660696029663e-01,7.174834012985229492e-01,1.427206695079803467e-01
5.002747178077697754e-01,5.583080053329467773e-01,7.136896252632141113e-01
6.125656366348266602e-01,2.450076937675476074e-01,3.881263434886932373e-01
5.626707077026367188e-01,9.814153313636779785e-01,7.973468899726867676e-01
1.519969850778579712e-01,9.480012059211730957e-01,9.006588459014892578e-01
3.440827429294586182e-01,1.313202530145645142e-01,7.076877355575561523e-01
8.020322322845458984e-01,8.126745820045471191e-01,1.648875623941421509e-01
8.410091400146484375e-01,5.470427870750427246e-01,1.728254854679107666e-01
6.950593590736389160e-01,4.282697737216949463e-01,6.824483275413513184e-01
3.475236892700195312e-01,3.594831824302673340e-01,1.485601514577865601e-01
7.014202475547790527e-01,5.024275779724121094e-01,9.849433302879333496e-01
2.546678483486175537e-01,5.115532130002975464e-02,3.785573542118072510e-01
6.476415991783142090e-01,5.069509744644165039e-01,4.327705204486846924e-01
